Course name,Department code,Course code,T,P,C,Tutorial,Lecturer name,Lecturer Title,Lecturer Id,Section code,Section name,Year,Section department,Class size
Computer Graphics,CENG,291,2,0,5,0,Yankey,,,,3,2,Computer,80
Distributed Computing,AERO,497,2,6,1,,Klogo,,,,3,4,Computer,55
Process Engineering Project I,MSE,451,2,0,4,0,All Staff,,,,3,4,chemical,50
Literature in English I,ECON,151,1,0,3,0,E.Y. Ayepkle,,,,2,3,Telecom,85
Foundry Technology I,EE,291,3,9,2,0,S. Kwofie,,,,3,2,Material,130
Well logging,COE,485,0,2,2,0,W.N Aggrey,,,,1,4,Petroleum,89
Technical Drawing,MATH,151,1,1,3,0,J Aveyire,,,,2,1,Geomatic,80
Communication Skills I,CE,473,0,0,3,0,Adjei Forson,,,,1,4,Civil,79
Fertilizer Technology,MSE,251,2,0,5,0,L. Darkwah,,,,2,2,Petrochemical,60
Communication Skills I,CSM,157,2,0,4,0,J. Aning,,,,1,2,Metallurgial,90
Engineering Technology,MSE,251,0,0,3,0,Mr. G. E. Afari,,,,1,2,Telecom,60
Information Theory,GE,263,2,3,3,0,E. K. Akowuah,,,,3,2,Computer,96
Fire and Safety Engineering,EE,153,2,4,1,0,Zs. Momade,,,,1,1,Petrochemical,98
Project I,Department code,Course code,0,P,5,Tutorial,All Staff,,,,1,Year,Petrochemical,Class size
Medical Imaging II,MSE,255,2,0,2,0,E. K. T. Addison,,,,1,2,Biomedical,110
Chemical Engineering Laboratory I,PETE,261,2,0,3,0,E. Awarikabey,,,,1,2,chemical,80
Project I,CE,155,0,0,2,0,All staff,,,,1,1,Telecom,80
Aviation Business Management,CE,157,2,0,2,0,A. K. Intsiful,,,,2,1,Aerospace,180
Microprocessors,EE,489,2,,2,0,J. Yankey,,,,1,4,Electrical,150
Algebra,CE,155,4,0,2,0,A. Prah,,,,1,1,Material,98
Differential Equations,CHE,253,4,0,4,0,K. F Darkwah,,,,2,2,Biomedical,150
Engineering Technology I,COE,153,0,4,2,0,I. A. Edwin,,,,3,1,Metallurgial,89
Project  I,ME,395,0,3,2,0,Academic Staff,,,,1,3,Aerospace,100
Organic Chemistry for Engineers,BME,397,2,3,2,0,M. Badu,,,,3,3,Chemical,45
Computer Application for Engineers,CENG,291,1,8,2,0,M. F. Baidoo,,,,3,2,Chemical,96
Engineering Technology I,EE,387,0,0,3,0,I. A. Edwin,,,,2,3,Material,79
Differential Equation,CE,355,4,0,4,0,K. F. Darkwa,,,,2,3,Geomatic,140
Petrology,COE,457,2,2,2,0,G. Foli,,,,3,4,Geological,89
Aerodynamics,CENG,291,3,1,4,0,E. W. Ramde,,,,1,2,Aerospace,85
Communication Skills I,PCE,461,0,0,1,0,P. Yeboa,,,,3,4,Petroluem,67
Strength of Materials,CE,477,1,2,1,0,G. Sossou,,,,2,4,Geological,150
Optical Communications,PCE,351,2,0,1,0,Dr. J. J. Kponyo,,,,3,3,Telecom,85
Fluid Transport,EE,151,3,2,4,0,M. A. Rockson,,,,2,1,Petrochemical,140
Analogue Communication Systems,CE,359,2,2,2,0,Dr. S.M. Ellis,,,,1,3,Electrical,120
Experimental Data Analysis,GE,167,0,3,4,0,E.Omari,,,,2,1,Petroleum,90
Algebra,AERO,293,4,5,4,0,A. Prah,,,,1,2,Material,89
C Programming,CE,477,2,0,5,0,Mr. J. G. Nuamah,,,,1,4,Telecom,79
Computer Networking,ME,363,3,1,2,0,Dr. K.A.B. Opare,,,,3,3,Electrical,100
Engineering in Society,COE,497,0,6,4,0,F. W. Adam,,,,1,4,Mechanical,89
Aircraft Maintenance Engineering,PETE,353,2,0,3,0,P.O Tawiah,,,,2,3,Aerospace,78
Technical Drawing,CHE,363,1,0,5,0,J Aveyire,,,,3,3,Geomatic,85
Mechanical Behaviour of Materials,MSE,257,3,1,2,0,S. Kwofie,,,,1,2,Material,60
Introduction to Information Technology,CE,359,1,0,4,0,K. Mensah-Darkwa,,,,3,3,Metallurgial,140
Petroleum Fluid Dynamics,FREN,181,0,0,1,0,A. Hama,,,,2,1,Petroleum,180
Petrochemical Engineering Laboratory I,MATH,151,0,0,4,0,E. Awarikabey,,,,1,1,Petrochemical,77
Reservoir Engineering,ME,261,0,0,4,0,W.N Aggrey,,,,2,2,Petroleum,85
Reservoir Models and Development,CE,461,0,0,5,0,W.N Aggrey,,,,3,4,Petroleum,68
Aerospace Engineering Vacation Training I,BME,463,0,0,4,0,P. O. Tawiah,,,,2,4,Aerospace,78
Differential Equations,CHE,367,4,0,3,0,F. T. Oduro,,,,1,3,Mechanical,85
Principles of Land Surveying,ME,161,0,1,5,0,A. Arko Adjei,,,,1,1,Petroleum,87
Project 1,MATH,251,0,0,3,0,All Academic Staff,,,,2,2,Metallurgical,112
Experimental Data Analysis,COE,251,0,1,4,0,E.Omari,,,,3,2,Petroleum,112
Enhanced Oil Recovery,CHE,355,0,1,4,0,W.N Aggrey,,,,3,3,Petroleum,120
Industrial Training,COE,271,,0,2,0,Helena,,,,2,2,Telecom,112
Indigenous Processing,MATH,251,1,0,4,0,E. K. Arthur,,,,2,2,Metallurgical,112
Computer Networking,EE,371,3,2,3,0,Dr. K. O. Boateng,,,,3,3,Telecom,79
French for Communication Purposes I,MSE,357,2,0,5,0,B. Ampong,,,,2,3,Petrochemical,75
Numerical Methods,CHE,361,2,0,5,0,A. Agyei,,,,3,3,Biomedical,120
Project 1,MATH,251,0,1,2,0,All Academic Staff,,,,1,2,Metallurgical,110
Geological Field Mapping,ME,453,1,1,2,0,S. K. Y. Gawu,,,,1,4,Geological,90
Statistics,MSE,253,2,0,3,0,A. Y. Omari- Sasu,,,,2,2,Geological,60
Automatic Control I,COE,343,2,0,1,0,E. A. Adjei,,,,1,3,Aerospace,54
Computer Networking,TE,271,3,0,2,0,E. K. Akowuah,,,,2,2,Computer,76
Computer Organisation,CHE,259,2,0,3,0,H. Nunoo-Mensah,,,,1,2,Computer,150
Biomaterials II,ECON,151,3,0,5,0,D. A. Y. Agyapong,,,,2,3,Biomedical,85
Project I,ME,159,1,3,1,0,E. K. Appiah- Adjei / All Staff,,,,1,1,Geological,89
Project I,CHE,153,0,0,1,0,All Academic Staff,,,,3,1,Biomedical,70
Mineralogy,ME,159,2,3,1,0,C. G. Amedjoe,,,,1,1,Geological,89
Signals And Systems,ENGL,157,2,0,2,0,Prof. E. A. Jackson,,,,1,1,Telecom,89
Cadastral Surveying,MATH,251,2,1,5,0,E. O. Akrofi,,,,3,2,Geomatic,110
Principles of Design,CHE,471,0,0,4,0,F.O.K. Anyemedu,,,,2,4,Civil,130
Mettalurgical Plant Design/Operations,CHE,357,3,0,1,0,B. Koomson,,,,2,3,Metallurgical,78
Fluid Transport,ME,159,3,3,4,0,M. A. Rockson,,,,3,1,Petrochemical,89
Mechanical Engineering Lab. III,ENGL,263,0,0,1,0,Y. A. K. Fiagbe,,,,3,2,Mechanical,96
Mineralogy,METE,451,2,1,3,0,C. Amejoe,,,,1,4,Metallurgical,55
Strength of Materials I,CE,471,3,0,5,0,K. Mensah-Darkwa,,,,1,4,Material,79
Polymer Technology,CENG,291,2,1,1,0,M. Y. Mensah,,,,3,2,Petrochemical,85
Polymer Processing,MATH,151,2,1,3,0,A. A. Adjaottor,,,,3,1,Material,100
Engineering in Society,TE,497,0,6,4,0,E. K. Baah- Ennumh,,,,2,4,Chemical,150
Object Oriented Programming,CE,367,2,3,5,0,B. Kommey,,,,3,3,Biomedical,89
Engineering in Society,MATH,353,1,1,3,0,P. Odame,,,,1,3,Biomedical,70
Introduction to Info Tech,CHE,251,1,0,4,0,K. Mensah-Darkwa,,,,2,2,Material,80
Development Engineering,GED,453,0,1,5,0,S. I. K. Ampadu/ Y. A. Tuffour,,,,2,4,Civil,150
Structural Analysis,TE,481,0,0,4,0,R.O. Afrifa/J. B. Osei,,,,2,4,civil,90
Biomedical Engineering Design I,CHE,261,2,3,2,0,P.E. Adjei,,,,3,2,Biomedical,150
Formation Evaluation,EE,271,0,0,5,0,W.N Aggrey,,,,2,2,Petroleum,76
Strength of Materials I,PCE,461,3,0,1,0,K. Mensah-Darkwa,,,,1,4,Material,130
Communication Skills,COE,153,2,4,3,0,J. Aning,,,,2,1,Material,89
Chemical Engineering Thermodynamics I,GED,471,0,0,3,0,E.O. Ansah,,,,2,4,Petroleum,150
Petrochemical Fluid Properties,ENGL,157,2,0,5,0,E. G. Ankudey,,,,3,1,Petrochemical,78
Basic Mechanics,CHE,355,0,1,1,0,P.O. Tawiah,,,,3,3,Civil,120
Machine Element Design,TE,361,3,0,5,0,P. Y. Andoh,,,,2,3,Mechanical,118
Chemical Process Calculations I,CE,477,2,0,5,0,M. A. Rockson,,,,2,4,Petrochemical,79
Highway And Transportation Engineering I,PETE,251,2,0,5,0,D. A. Obeng,,,,3,2,Geomatic,80
Practical Chemistry I,CENG,291,0,1,1,0,J. K. Mensah,,,,1,2,Petrochemical,85
Process Engineering Project I,AERO,495,2,1,3,,All Staff,,,,1,4,chemical,55
Mechanical Behaviour of Materials,ENGL,157,2,0,2,0,S. Kwofie,,,,2,1,Metallurgical,70
Technical Drawing,EE,467,1,0,3,0,Y. A. K. Fiagbe,,,,2,4,Computer,90
Strength of Materials I,GE,461,3,3,2,0,P. Y. Andoh,,,,3,4,Aerospace,68
Geotechnical Engineering I,CE,351,0,0,1,0,S. I. K. Ampadu/ B. Ali,,,,2,3,Civil,140
Technical Drawing,EE,387,2,0,1,0,R. Opoku,,,,1,3,Electrical,79
Literature in English I,CENG,291,1,8,3,0,P. A. Abakah,,,,1,2,Geomatic,96
Organic Chemistry for Engineers,MSE,357,0,0,4,0,C. O. Akoto,,,,2,3,Petroluem,75
Numerical Methods,CHE,255,2,0,4,0,P. Amoako-Yirenkyi,,,,3,2,Electrical,80
Geological Field Mapping,CE,155,1,0,5,0,S. K. Y. Gawu,,,,3,1,Geological,69
Engineering in Society,ME,363,2,1,1,0,All Academic Staff,,,,3,3,Metallurgical,70
Communication Skills I,CE,151,2,1,5,0,P. Abaka,,,,1,1,Geomatic,78
Silicate Technology I,MATH,351,2,1,3,0,Zs. Momade,,,,3,3,chemical,100
Communication Skills I,ME,159,2,2,4,0,P. Yeboah,,,,2,1,Geological,100
Principles of Design,PETE,253,0,0,4,0,F.O.K. Anyemedu,,,,2,2,Civil,80
Engineering in society,CHE,353,0,1,5,0,Y. M. Asare,,,,1,3,Geomatic,120
Introductory Economics I,MSE,457,2,0,5,0,J. D. Bosco,,,,1,4,chemical,55
Transport Phenomena in Mat Proc. I,PETE,451,2,0,1,0,A. A. Adjaottor,,,,3,4,Material,67
Differential Equations,ENGL,263,4,0,3,0,Benedict Barnes,,,,1,2,Petrochemical,85
Technical Drawing,GE,361,1,3,2,0,J. Ampofo,,,,1,3,Aerospace,89
Engineering Materials I,GED,451,2,0,5,0,G. Takyi,,,,1,4,Aerospace,150
Elements Of Economics 1,ENGL,263,0,0,3,0,John- Bosco Dramani,,,,1,2,Civil,90
Project I,PETE,251,1,0,4,0,E. K. Appiah- Adjei / All Staff,,,,3,2,Geological,80
Cell Biology,METE,455,2,3,2,0,Y. Ahmed/ SMS,,,,3,4,Biomedical,55
Engineering Technology,CE,475,0,0,4,0,P. Y. Okyere,,,,2,4,Computer,79
Structural Analysis,CHE,357,0,0,5,0,R.O. Afrifa/J. B. Osei,,,,1,3,civil,78
Drainage Systems,ME,281,0,0,4,0,G.K. Anornu/ S. N. Odai,,,,3,2,Civil,85
Corrosion of Eng. Materials,MSE,459,3,0,4,0,A. Andrews,,,,2,4,Material,50
Differential Equations,CHE,259,4,0,5,0,Benedict Barnes,,,,3,2,Petrochemical,150
Reservoir Simulation,CHEM,169,0,6,2,0,W.N. Aggrey,,,,2,1,Petroleum,100
Strength of Materials,ENGL,157,1,0,5,0,G. Sossou,,,,3,1,Geological,98
Geodetic Surveying II,CE,457,2,0,2,0,C.Y. Asante,,,,1,4,Geomatic,79
Hydrometallurgy of light metals,ME,355,2,0,1,0,F. W. Y. Momade,,,,1,3,Metallurgical,90
Design Project I,PETE,375,0,0,2,0,All Lecturers,,,,1,3,Petroleum,78
Optical Communications,ME,365,2,0,5,0,Dr. J. J. Kponyo,,,,3,3,Telecom,100
Technical Drawing,EE,365,1,6,4,0,J Aveyire,,,,3,3,Geomatic,79
Semiconductor Devices,ME,159,2,3,5,0,Mr. B. Kommey,,,,1,1,Electrical,90
Process Engineering Project I,ME,159,2,3,1,0,All Staff,,,,3,1,chemical,140
Thermodynamics II,TE,271,3,0,4,0,F. K. Forson,,,,1,2,Mechanical,76
Distributed Computing,CHE,457,2,6,5,0,Klogo,,,,2,4,Computer,80
Photogeology & Remote Sensing,AERO,491,2,1,1,,A. Duker,,,,2,4,Geological,55
Geodetic Surveying II,ME,161,2,1,2,0,C.Y. Asante,,,,2,1,Geomatic,78
Differential Equations,GE,461,0,3,5,0,K.F. Darkwah,,,,3,4,Civil,68
Corrosion And Corrosion Control,TE,271,3,0,2,0,A. Andrews,,,,2,2,Metallurgical,76
Basic Geology,CENG,291,2,1,1,0,S.K.Y Gawu,,,,1,2,Metallurgial,85
Physical Geology,CE,155,2,0,2,0,E. Mensah,,,,1,1,Geological,98
Cell Biology,SES,171,2,0,3,0,Y. Ahmed/ SMS,,,,1,2,Biomedical,80
Technical Drawing,METE,451,1,1,5,0,Mr. F. Davies,,,,1,4,Telecom,55
Technical Drawing,MATH,351,1,0,4,0,I. A. Edwin,,,,3,3,Metallurgial,118
Foundry Technology I,CHE,367,3,0,4,0,S. Kwofie,,,,2,3,Metallurgical,85
Numerical Methods,CHE,261,2,3,5,0,A. Agyei,,,,2,2,Biomedical,150
Differential Equations,GED,461,4,1,5,0,F. T. Oduro,,,,1,4,Electrical,150
Strength of Materials I,MATH,353,3,1,2,0,P. Y. Andoh,,,,1,3,Mechanical,45
Differential Equations,CE,471,4,0,5,0,F. T. Oduro,,,,3,4,Electrical,79
Engineering Economy & Management,GE,171,2,0,1,0,L. D. Mensah,,,,2,1,Electrical,90
Principles of Materials Science II,CE,355,2,0,1,0,E. K. Arthur,,,,1,3,Material,140
Hydrogeology I,CE,475,3,0,2,0,E. K. Appiah- Adjei,,,,2,4,Geological,79
Experimental Data Analysis,PCE,353,2,4,1,0,M. A. Rockson,,,,2,3,chemical,85
Cartography I,GED,351,2,2,1,0,J. Quaye-Ballard,,,,3,3,Geomatic,120
Strength of Materials II,COE,343,3,0,5,0,K. Mensah-Darkwa,,,,1,3,Material,54
Discrete Structures,FC,181,3,0,3,0,P. Yirenkyi,,,,3,3,Computer,120
Foundry Technology I,ME,159,3,3,3,0,S. Kwofie,,,,3,1,Material,89
Electrical/Magnetic Properties of Mats.,MSE,357,3,0,5,0,F. O. Agyemang,,,,1,3,Material,75
Introduction to Info Tech,CHE,471,1,0,4,0,K. Mensah-Darkwa,,,,1,4,Material,130
Petroleum Engineering Calculations,ENGL,157,0,3,5,0,A. Hama,,,,3,1,Petroleum,80
Algebra,TE,497,2,6,3,0,F. Davis,,,,3,4,Aerospace,150
Algebra,BME,471,4,2,1,0,F. T. Oduro,,,,2,4,Biomedical,78
Corrosion Engineering,GE,167,2,3,2,0,L. Darkwah,,,,2,1,Petrochemical,90
Project I,MSE,257,0,1,5,0,All staff,,,,3,2,Telecom,60
Applied Electricity,CE,259,0,0,5,0,E.A. Frimpong,,,,1,2,Petroluem,112
Engineering Geology,CENG,291,0,0,2,0,V.K.A. Acquaah,,,,3,2,Civil,80
Field Astronomy,PCE,253,2,0,4,0,J. Ayer,,,,2,2,Geomatic,80
Applied Electricity,CHE,257,2,0,5,0,E. A. Frimpong,,,,1,2,Metallurgial,150
Engineering in Society,ENGL,157,1,0,4,0,M. C Wilson/ G. C. Amedjoe,,,,1,1,Geological,70
Applied Electricity,CE,471,2,0,1,0,E.A Frimpong,,,,1,4,Material,79
Experimental Data Analysis,MSE,253,2,0,1,0,M. A. Rockson,,,,3,2,chemical,60
Communication Skills I,MATH,151,2,0,3,0,P. Yeboah,,,,2,1,Geological,90
Remote Sensing II,MATH,351,2,0,3,0,A. A. Duker,,,,2,3,Geomatic,79
Field Astronomy,ME,159,2,2,1,0,J. Ayer,,,,1,1,Geomatic,69
Mechanical Separation Processes,PCE,355,2,0,3,0,L. Darkwah,,,,3,3,chemical,85
Process Engineering Project I,GED,253,2,2,2,0,All Staff,,,,2,2,chemical,117
Machine Element Design,EE,367,3,0,4,0,P. Y. Andoh,,,,3,3,Mechanical,79
Literature in English I,ME,161,1,0,1,0,P. Abakah,,,,3,1,Mechanical,180
Metallurgical Eng. Laboratory I,GED,359,0,2,3,0,E. Gikunoo,,,,1,3,Metallurgical,120
Engineering Surveying,COE,273,2,0,2,0,E. M. Osei Jnr,,,,2,2,Geomatic,112
Computer Aided Design,ME,261,0,0,3,0,J. B. Osei,,,,2,2,Civil,85
Project I,EE,151,0,2,4,0,All Academic Staff,,,,1,1,Computer,69
Reservoir Simulation,EE,371,0,2,5,0,W.N. Aggrey,,,,1,3,Petroleum,118
Technical Drawing,ENGL,263,1,0,1,0,F. Davies,,,,3,2,Geological,89
Communication Skills I,CE,461,2,0,4,0,P. Yeboah,,,,2,4,Geological,79
Biochemical Technology,PETE,375,2,0,5,0,N. Y. Asiedu,,,,1,3,chemical,78
Numerical Methods,PETE,453,2,0,5,0,P. A. Yirenkyi,,,,3,4,Aerospace,67
Environmental Studies,MATH,151,2,1,1,0,K. Nyarko,,,,3,1,Computer,75
Probability and Statistics,ENGL,157,2,0,5,0,A. Y. Omari-Sasu,,,,1,1,Aerospace,98
Differential Equations,CENG,291,4,1,3,0,F. T. Oduro,,,,1,2,Mechanical,85
Strength of Materials I,EE,497,3,6,3,0,P. Y. Andoh,,,,2,4,Mechanical,90
Polymer Processing,COE,371,2,1,1,0,A. A. Adjaottor,,,,1,3,Material,54
Chemical Process Calculations I,CHE,257,2,0,4,0,M. A. Rockson,,,,2,2,Petrochemical,80
Account I,BME,161,2,0,5,0,K. S. B.,,,,3,1,Biomedical,87
Engineering Technology I,COE,485,0,2,3,0,I. A. Edwin,,,,1,4,Metallurgial,89
Microprocessors,CHE,457,2,6,4,0,Dr. K. O. Boateng,,,,3,4,Telecom,80
Petroleum Engineering Lab I,GE,491,0,4,2,0,A.Hama,,,,3,4,Petroleum,68
Chemical Process Calculations I,ME,195,2,5,3,0,M. A. Rockson,,,,3,1,Petrochemical,75
Numerical Analysis,AERO,497,2,6,3,,P. A. Yirenkyi,,,,2,4,Mechanical,55
Computer Networking,ME,453,3,1,1,0,E. K. Akowuah,,,,2,4,Computer,90
Project I,CSM,157,0,0,4,0,All Academic Staff,,,,2,3,Computer,89
Telecommunication Lab III,MSE,153,0,2,5,0,All staff,,,,3,1,Telecom,75
Distributed Computing,CHE,255,2,0,5,0,Klogo,,,,3,2,Computer,150
Highway And Transportation Engineering I,GED,253,0,2,1,0,C. A. Adams,,,,3,2,civil,117
Probability and Statistics,ME,159,2,3,3,0,E. Harris,,,,1,1,Computer,75
Mechanical Separation Processes,MSE,257,2,1,2,0,L. Darkwah,,,,1,2,chemical,110
Mathematics I,CE,457,0,0,4,0,J. Akora-Prah,,,,2,4,Petroluem,79
Numerical Analysis,FREN,181,2,0,1,0,P. Yirenkyi,,,,3,2,Geological,90
Theory of Structures,CSM,157,2,0,4,0,G. Sossou,,,,1,2,Geological,90
Practical Chemistry I,GE,251,0,3,5,0,J. K. Mensah,,,,2,2,Chemical,96
Practical Chemistry I,AERO,495,0,1,5,,J. K. Mensah,,,,2,4,Petroluem,55
Hydrometallurgy of light metals,TE,291,2,6,2,0,F. W. Y. Momade,,,,1,2,Metallurgical,76
Natural Gas Processing Technology,CE,251,2,0,4,0,E. G. Ankudey,,,,2,2,chemical,112
Exploration Geophysics,PETE,465,2,0,5,0,B. Ali,,,,1,4,Geological,67
Polymer Technology,MATH,251,2,1,5,0,M. Y. Mensah,,,,2,2,chemical,112
Applied Electricity,CE,155,2,0,5,0,E.A Frimpong,,,,2,1,Material,89
Mineralogy,CHE,251,2,0,4,0,C. G. Amedjoe,,,,1,2,Geological,80
Industrial Training,EE,151,0,2,5,0,S. S. R. Gidigasu,,,,2,1,Geological,75
C Programming,FC,181,2,0,1,0,Mr. J. G. Nuamah,,,,1,3,Telecom,85
Engineering Technology,CHE,361,0,0,1,0,Mr. G. E. Afari,,,,2,3,Telecom,120
Hydrometallurgy of light metals,MATH,251,2,1,4,0,F. W. Y. Momade,,,,3,2,Metallurgical,85
Semiconductor Devices,CE,471,2,0,5,0,Dr. K. Diawuo,,,,1,4,Telecom,79
Numerical Analysis,CE,359,2,0,4,0,P. A. Yirenkyi,,,,1,3,Mechanical,140
Linear Electronic Circuits,ME,255,2,1,1,0,Dr. K. Diawuo,,,,3,2,Telecom,85
Applied Electricity,CE,255,2,0,1,0,E.A Frimpong,,,,1,2,Material,112
Chemical Process Calculations I,EE,467,2,0,5,0,M. A. Rockson,,,,1,4,Petrochemical,90
Chemical Process Calculations I,CE,477,2,2,2,0,M. A. Rockson,,,,2,4,Chemical,150
Engineering Economy & Management,GED,151,2,1,3,0,A. K. Intsiful,,,,3,1,Mechanical,75
Inorganic Chemistry for Engineers,COE,241,2,1,1,0,G. Darko,,,,1,2,Chemical,112
Chemical Process Design and Economics,MATH,151,4,2,2,0,B. Afotey,,,,2,1,Petrochemical,69
Linear Electronic Circuits,CHE,151,3,0,3,0,A. S. Agbemenu,,,,2,1,Computer,77
Basic Geology,METE,355,2,0,3,0,S.K.Y Gawu,,,,1,3,Metallurgial,75
Practical Chemistry I,CENG,291,0,1,3,0,J. K. Mensah,,,,1,2,Petrochemical,85
Technical Drawing,CHE,455,1,0,5,0,Y. A. K. Fiagbe,,,,2,4,Computer,130
Computer Networking,ME,195,3,5,5,0,Dr. K. O. Boateng,,,,3,1,Telecom,80
Fuel And Combustion Technology,CHE,261,2,3,3,0,M. Y. Woode,,,,3,2,chemical,80
Applied Electricity,EE,271,2,0,4,0,E. A. Frimpong,,,,1,2,Biomedical,130
Natural Gas Processing Technology,ME,157,2,2,5,0,E. G. Ankudey,,,,3,1,chemical,80
Wireless Data Communication Networks,METE,497,3,6,2,0,Rev. Dr. J. K. Oppong,,,,3,4,Telecom,55
Computer Graphics,CE,451,2,0,1,0,Yankey,,,,1,4,Computer,79
Computer Application for Engineers,TE,271,1,2,5,0,M. F. Baidoo,,,,3,3,Chemical,79
Differential Equations,CENG,291,4,0,5,0,K. F. Darkwah,,,,2,2,Computer,80
Introduction to Economics I,METE,351,2,0,3,0,J. D. Bosco,,,,3,3,Petrochemical,75
Numerical Methods,EE,367,2,0,4,0,P. A. Yirenkyi,,,,2,3,Aerospace,79
Differential Equations,EE,489,4,,2,0,K. F Darkwah,,,,3,4,Biomedical,150
Computer Networking,MATH,353,3,1,2,0,Dr. K. O. Boateng,,,,3,3,Telecom,75
Strength of Materials,CSM,157,0,0,1,0,G. Sossou,,,,2,2,Civil,90
Algebra,ECON,151,4,0,5,0,F. T. Oduro,,,,3,1,Biomedical,180
Geotechnical Engineering I,ENGL,263,0,0,4,0,S. I. K. Ampadu/ B. Ali,,,,3,2,Civil,96
Applied Electricity,ME,157,2,2,4,0,Mr. E. Frimpong,,,,1,1,Telecom,80
Introduction to Fluid Mechanics,CE,155,2,0,3,0,Y. A. K Fiagbe,,,,2,1,Mechanical,80
Differential Equations,BME,451,4,2,3,0,F.T. Oduro,,,,2,4,Material,78
Basic Mechanics,CENG,291,3,8,1,0,F. W. Adam,,,,2,2,Computer,150
Communication Skills I,CE,157,1,0,4,0,J. Oppong Asare,,,,2,1,Electrical,180
Literature in English I,COE,457,1,2,2,0,P. A. Abakah,,,,3,4,Geomatic,89
Process Control and Instrumentation,ME,159,2,3,3,0,E. K. Baah-Ennumh,,,,3,1,chemical,89
Introduction to Economics I,CHE,261,2,3,2,0,E. Buabeng,,,,3,2,Mechanical,150
Computer Application And Project Design,MSE,359,3,5,3,0,Dr. J. J. Kponyo,,,,1,3,Telecom,90
Applied Electricity,CE,467,3,0,2,0,Dr. F. B. Effah,,,,1,4,Electrical,79
Introduction to Information Technology,TE,271,1,0,3,0,K. Mensah-Darkwa,,,,1,2,Metallurgial,76
Engineering Economy And Entrepreneurship,COE,351,0,4,1,0,K.B. Nyarko/E. A. Donkor,,,,2,3,Civil,45
Engineering in Society,PETE,461,0,0,2,0,F. W. Adam,,,,2,4,Mechanical,67
Power Generation And Supply,GED,451,2,0,3,0,Mr. E. O. K. Addo,,,,1,4,Electrical,150
Numerical Analysis,METE,451,2,1,1,0,F. Boateng,,,,3,4,Telecom,55
Natural Gas Processing Technology,EE,365,2,6,2,0,E. G. Ankudey,,,,3,3,chemical,79
Technical Drawing,MATH,351,0,0,5,0,J. Aveyire,,,,3,3,Civil,79
Power Generation And Supply,COE,371,2,1,3,0,Mr. E. O. K. Addo,,,,3,3,Electrical,54
Semiconductor Devices,CHE,461,2,0,2,0,Dr. K. Diawuo,,,,2,4,Telecom,80
Polymer Processing,EE,467,2,0,3,0,A. A. Adjaottor,,,,2,4,Material,90
Communication Skills I,COE,381,2,2,2,0,J. Aning,,,,1,3,Metallurgial,118
Engineering in Society,ENGL,157,1,0,1,0,P. Odame,,,,3,1,Biomedical,75
Power Systems Operation & Control,ME,159,3,0,2,0,Dr. E. K. Anto,,,,2,1,Electrical,80
Communication Skills I,MSE,457,2,0,3,0,B. Ampong,,,,3,4,Biomedical,50
Research Methods,ENGL,157,2,0,3,0,P. Odame,,,,2,1,Biomedical,100
Applied Electricity,AERO,483,0,1,1,,E.A. Frimpong,,,,3,4,Petroluem,55
Experimental Data Analysis,TE,361,3,0,3,0,L. Darkwah,,,,3,3,Petrochemical,118
Information Theory,ME,453,2,1,5,0,Dr. A-R Ahmed,,,,1,4,Telecom,90
Process Control and Instrumentation,CHE,455,2,0,4,0,E. K. Baah-Ennumh,,,,2,4,chemical,80
Algebra,MSE,153,4,2,4,0,C. Sebil,,,,2,1,Geomatic,75
Petroleum Fluid Dynamics,ME,491,0,0,5,0,A. Hama,,,,1,4,Petroleum,89
Petrochemical Engineering Laboratory I,CE,151,0,0,4,0,E. Awarikabey,,,,1,1,Petrochemical,180
Engineering Technology I,CHE,461,0,0,1,0,I. A. Edwin,,,,1,4,Material,80
Project I,GE,451,0,3,5,0,All Academic Staff,,,,2,4,Electrical,68
Vacation training,CE,155,0,0,1,0,All Academic Staff,,,,1,1,Material,69
Engineering Geology I,ME,159,2,3,3,0,S. S. R. Gidigasu,,,,3,1,Geological,78
Dynamics of Machinery,MATH,151,3,0,5,0,S. M. Sackey,,,,3,1,Mechanical,77
Technical Drawing,GE,361,1,3,1,0,Y. A. K. Fiagbe,,,,2,3,Computer,89
Engineering Technology I,EE,287,0,0,3,0,P. O. Tawiah,,,,2,2,Mechanical,76
Pyrometallurgy,MATH,151,3,1,3,0,E. Gikunoo,,,,3,1,Metallurgical,70
Asynchronous & DC Machines,MSE,351,3,0,4,0,Prof. P. Y. Okyere,,,,1,3,Electrical,90
Introduction to Economics I,ME,355,2,0,2,0,E. Buabeng,,,,3,3,Mechanical,90
Applied Electricity,ME,161,2,1,4,0,E. A. Frimpong,,,,1,1,Biomedical,78
C. Programming,CHE,461,2,0,4,0,E. Keelson,,,,3,4,Biomedical,80
French For Communication Purposes 1,EE,271,0,0,5,0,D. Pimpong,,,,2,2,Civil,130
Linear Electronic Circuits,EE,261,3,0,1,0,A.S. Agbemenu,,,,2,2,Biomedical,130
Object Oriented Programming,ME,159,2,2,2,0,B. Kommey,,,,2,1,Computer,80
Introduction to Petrochemical Industries,CHE,457,2,6,5,0,M. F. Baidoo,,,,1,4,Petrochemical,80
Electrical/Magnetic Properties of Mats.,ME,491,3,0,3,0,F. O. Agyemang,,,,1,4,Material,89
